tweet,label
niedługo pójdziecie na śmietnik historii pisiory i mohery,hateful
Muszą się konspirowac bo takie mamy media które Napier... Tylko na rząd własnego kraju srajace we własne gniazdo powskie złodzieje przez osiem lat tresowaly hordy swoich proletariackich dziennikarzy i takie mamy rezultaty jak świnie od koryta pogonili to do Merkel największej europejskiej klęski pobiegły razem z petrozjebe..kupa gnoju i tyle nie wiem czo PiS osiągnie ale się stara budować a nie wyprzedzając jak rudzielel z po,hateful
wyrzygalem sie,hateful
czyli Polacy głupieją?,hateful
"POWIEDZCIEDRODZY CHĘTNI DO GŁOSOWANIA NA PISOBOLSZEWNIĘ ILE KOSZTUJE DZIŚ EURO I DOLAR PO WASZYCH 8 TYGODNIOWYCH RZĄDACH .
JEB........E SIE WGŁUPI ŁEB DO KĄD PROWDZICIE TĘ POLSKĘ.",hateful
Z Ciebież może - w końcu na niego głosowałeś,hateful
"Uśmiał się,że aż tylu baranów święcie wierzy w peowski naród wybrany.",hateful
Przez tych pisowskich skur.... ochodzą najlepsi dziennikarze z TVP.  Nie oglądajmy tej reżimowej telewizji!,hateful
Taka jest prawda o Wolsce sfilcowanego z Żoliborza i jego wyznawców.,hateful
"Co go rozbawiło? Ano to, że widział jak PO Podskokach ""kodowcy"" nagle przykucnęli i razem ze swoim przywódcą Szulcem ,Swetrem i ""tym pajacem na utrzymaniu żony"" zaczęli ""robić na rzadko"" POd siebie.",hateful
G.....no nas to obchodzi,hateful
zwrócić im pieniądze za bilety i niech wypier.....ją do burdeli. za pieniądze publiczne nie ma porno!!!!!!!!!! a dyrektorek -mason od poniedziałku do pośredniaka. zawsze możecie zrobić sobie taką imprezę w domu . a w PONIEDZIAŁEK DO TEGO TEATRU WPROWADZIĆ KONTROLE ZE WSZYSTKICH MOŻLIWYCH INSTYTUCJI!!!!!!!!!!!!!!!!!!!,hateful
Z was się śmieje durne  lemingi,hateful
naród coraz głupszy...PiS...,hateful
Skąd wziął się w Polsce taki głupek i to z tak tępą i małointeligentną twarzą. On napewno wszystko wie.,hateful
będziesz siedział rudy zdrajco!,hateful
"zdrajcom Ojczyzny sie nie wybacza, ich miejsce jest poza Polską , won ze swoimi rodzinkami. Nasi dziadkowie , ojcowie i ich rodziny zginęli za Polskę, a zdrajcy chca ja całkiem sprzedać. My , dzieci pomordowanych nigdy na to  nie pozwolimy. Sprzedawczyki zostaną rozliczeni i zapłaca za zdradę Ojczyzny!!!!!!!!!!!!!!",hateful
Zwiększyli mu dawkę Prozaku i tyle w tym temacie.,hateful
Ukręciliście sobie lewaki bat na własne doopy!,hateful
ten glizda z pisu znowu się popisał-śmieją się z niego na jego b. uczelni,hateful
"jesteś NIM TY, czubem ha ha ha",hateful
"w PiSuarze spuścimy
stańczykowe wypociny",hateful
Jak złotówka jeszcze bardziej dostanie po P I Ź D Z I E to będziecie wyłapywać PISOWCÓW na mieście :) Realnie PIS ma te swoje stałe 18% + pięćsetzłotówkowicze czyli w większości wiecznienarzekające nieroby :),hateful
Obrzydliwy typ!,hateful
"Śmieje się z durnych pislamowców, że dali się nabrać na wyborcze obietnice, w tym ze starców, którym obiecał darmowe leki, a dał witaminę C i czopki",hateful
"zwróćcie uwagę, że chora Pani Kempa zamiast się leczyć, ma nadzieję, że ci którzy wystawiają sztukę winni zostać ukarani, brawo to proponuję książki na stos, spalić Białe małżeństwo Różewicza ale już, natychmiast... Amen",hateful
300 głupku. Przepiłeś!,hateful
"O Adamie nie można powiedzieć, że nie chciałoby się oglądać go gdziekolwiek, bo Adam  rezprezentuje nickowe anonimowe  PiSpólstwo",hateful
"dobrze ze sie tak dzieje....trzeba to przezyc napatrzyc sie na beztalencie tych pisowskich krzykaczy..nikt normelany nie bedzie tego ogladał a i hołocie się przeje..tak trzeba by juz nikt na te cyniczna zbieranine, te  beztalencia nie głosować. Polacy nie ucza się na uniwersytetach ale na błedach.",hateful
Robi baranów w siuśki.,hateful
"ja. Dlatego, że jeszcze nie przejął władzy mamy paraliż, tych co nadal władzę sprawują. Tym paralitykiem jest niejaka Kopacz, chyba do niej piszesz ten tekst. Taki paraliż mieliśmy przez 8 lat, ale wreszcie to się skończy, era paralityków i sklerotyków z PO dobiega kresu. Nominowałem onegdaj tych z PO, w drodze obserwacji bezpośredniej, na ""gdakających półgłówków"" z PO, i wcale się nie pomyliłem w mojej ocenie. Takie półgłówki reprezentują ""ochroniarze"" PO, czyli większość mediów. Jak to możliwe, aby media krytykowały w demokracji partię opozycyjną za słowa, zamiast rządzących z ich czyny oraz zaniechania? Tak było przez 8 lat, media kompletnie zdemoralizowały rządzących, czy Ty tego nie rozumiesz?",hateful
Wymianka na swoich -teraz czas na Pisowskie gwiazdy dziennikarstwa-widocznie nikt nie jest tak dobry jesli przyplywa i odplywa wraz ze zmiana bydła przy korycie.,hateful
Nie martw się do ciebie nie dołączy i w przeciwieństwie do ciebie na czymś się zna,hateful
Ato podły szczyl !!!,hateful
"patrzcie ludzie , już robi się dziura w niebie , larum grają , koniec świata nadchodzi,czarci w piekle ogień palą... godlewska,kraśko,lisienko i inne szmatławstwo odchodzi!!!! NARESZCIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",hateful
"I tak będziesz siedział w więzieniu , zdrajco narodu polskiego.",hateful
Tego szczura należy potraktować odpowiednio jak wróci do Polski :(,hateful
kopaczowa  tusk to jedna wielka banda cwaniakow komor tez!!!!!!,hateful
"Wp to jest faktycznie owladnieta przez PO I innych zlodziei. Tylko Pis I Kukiz to jest recepta na uzdrowienie Polski!
Jesli PO tak chce imigrantow niech Kopaczowa z Sienkiewiczem wezma kilku murzynow do sypialni :)",hateful
paszła szechterowska wywłoko ulice zamiatać,hateful
niech te swietoszkowe debile z pisu sobie pogroza bo my im pogrozimy az im mohery spadna,hateful
"Głupi wyborcy Tuska , który oszukiwał naród przez lata . Teraz , jak szczur zwiał do Brukseli i dalej juchci przeciw Polsce. Gołym okiem widać , że jest szkopem !",hateful
"to po lekach, raz  jak przedawkował to o mały włos brata Putinem nie zastąpił, teraz odleciał na wesoło :-)",hateful
Nikt porządny do PIS-u nie może należeć.,hateful
Tworki szukają jakiegoś Jarosława...,hateful
"Tak oto sławetna Kopacz POgrzebała jedynie słuszną,przewodnią siłę...POgrobowca nieboszczki PZPR.",hateful
"Islam to nie religia, ale to jak chore moze byc spoleczenswo kierowne slepa wiara mozna zaobserwowac u wyznawcow PiS, przyznaje glosowanie na PO nie jest lepsza alternatywa, ale zamilowanie do PiSu to pierwsze oznaki klopotow ze zdrowiem psychicznym",hateful
"Dobra wiadomość! Szkoda tylko, że nigdy nie była obiektywna- tak kończą sługusy.",hateful
Pewno pi*kę zobaczył.,hateful
"Widzę że tęsknisz za czarnym kuta..em , nie martw się , może ty i twoja córa w końcu się doczekacie .",hateful
Nie usuwaj tych wpisów lewacki BANDYTO,hateful
Rzucą motłochowi po 500 żeby zamknąć pazerne ryje i koniec dobroci.,hateful
to jest  twarz zdrajcy który zrobi wszystko żeby zaszkodzić POLSCE I POLAKOM on już wie co wiemy i się dowiemy o jego i jego kolesiach. Dla niego jesteśmy nikim  POLACY JEDNOCZMY SIĘ PRZECIW ZDRADZIE BRUKSELSKIEJ  PRZECIW KODOWI PETRU SCHETYNIE  I TYM CO STRACILI KORYTO. POWSTAŁA TARGOWICA BRUKSELSKA NIKCZEMIKÓW LEWAKÓW POPIERANA PRZEZ BIZNES I BANKIERÓW,hateful
"Jak widzę te tłuste, nieskalane pracą serdelki, które u normalnych ludzi są palcami, to robi mi się niedobrze. A jak słucham jak ten ""patriota"" śpiewa polski hymn, to robi mi się wstyd",hateful
Za okupacji q*wom golono głowy a co robili z alf*sami?,hateful
A TY JESTES FRAJEREM,hateful
"PO I PSL w piekle, jak tańczą z Niemcami i Żydami w jednym kręgu!",hateful
"Pewnie zobaczył film z Kryśką Pawłowicz pod prysznicem.  Babsko niezbyt częzto się myje,  racej się wachluje więc musiało to być całkiem zabawne",hateful
"~polskaPrawda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: taka ta Twoja polska prawda, jak Twoje po polsku pisanie, analfabeto !",hateful
Obozy dla zdrajców peowskich przygotować. Natychmiast.,hateful
"olewam polske 4 x zwracalem sie o odebranie mi obywatelstwa polskiego ,I za kazdym razem odmowa opalilem polski passport I wyslalem do polskiej ambasady I dalej mam to przeklete obyatelstwo polski kraju ktorym gardze , niema gorszego szamba w swiecie niz ta przekleta polska",hateful
"""ajmar"" - A Tobie co ""pdbiło""?? Jakichś banderowców z przed 70 lat sobie przypomniałeś?",hateful
no szkoda że jednak nie pękł główny PiSlamista...oj szkoda,hateful
"a w POprzednim jakoś nie zatonęła, pływała na POwierchni jak g..o.  Była ""rzetelna"", ""obiektywna"" i ""publiczna"" - wszystko jasne.",hateful
"TUSK, BIEŃKOWSKA, DWIE ŻAŁOSNE KUKIEŁKI, kto nimi steruje?!",hateful
I plujcie lewaki dalej - dojdziemy do 50%. Zwłaszcza jak lewactwo z ełrokołczozu bedzie dalej nam mówic co mamy robić!,hateful
szkoda że rzeczywiście nie pekł..wtedy byśmy sie pośmiali,hateful
Jak można mówić o obietnicach 3 miesiące po wyborach! Autor niech się walnie w leb!,hateful
Nie o taką Polskę walczyliśmy żeby pisowska banda z PRL skimi działaczami z mizernym karlem niszczyla dorobek demokracji kulawej ale demokracji z bez inwigilacji i przesladowan,hateful
Ale jestes prostak I burak.Treść komentarza,hateful
"lepszy śmiech prezesa jak rozmowy u ,,SOWY# PRZYJACÓŁ ,,TYLKO  INTELEKTUALIŚCI WIEDZĄ KIEDY SIĘ ŚMIAC , a prostaczki nawet z tytułami tylko błotem obrzucac , vide prof . obrzydliwie NIESIOŁOWSKI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",hateful
"Jeb się,zboku",hateful
TVN  = volksdeutsche tv,hateful
"""Przyciśnięto mnie już tak, że nie daruję"" czy doszło do penetracji?",hateful
"Pani Karolino, to nie o to chodzi że pani jest krytyczna wobec partii rządzącej. Pani jest po prostu propagandzistką w jak najgorszym wydaniu- chamską, napastliwą, manipulująca. Cieszę się że Pani odchodzi.",hateful
Przecież cała Polska z nich się śmieje . Komuniści i złodzieje.,hateful
~~lider ~~ ty masz to zamiast głowy  widać po wpisie,hateful
Oni wszyscy powinni się leczyć w PSYCHIATRYKU,hateful
"hej trolle pisowskie z kremlowską pomocą. Radzę zajrzeć do wikipedii w sprawie Targowicy bo okłamujecie internautów. Targowica ciągnęłą ku Moskwie z poparciem Stolicy Apostolskiej. Opozycja ciągnie na zachód to nie ma nic wspólnego. Ale wy PiSiaki jak najbardziej jesteście Targowicą, nawet niejaki Jasiński, nowy szef Orlenu się nad pustą kasą Putina zlitował i zwiększył import ropy, taka bratnia pomoc. PIS w gruncie rzeczy jest komunizujący, a prezes wygląda i zachowuje się jak Gomułka, no ale przecież reaktywował PZPR - Polską Zjednoczoną PRawicę",hateful
Jakiś jąkała takiś głupi.AAAAAlosza.,hateful
Asia..possij qootasia - będzie sympatycznie .. i symptomatycznie.,hateful
"Aż szkoda, że nie pękł, niestety złego diabli nie biorą.",hateful
"proponuje wysłać do obozów w ramach pomocy  z naszego kraju zwolenniczki gender, te wszystkie Szczuki, Grodzkie, Biedronie, niech im tyłka nadstawiają.",hateful
jakubek jesteś głupek i szkoda tu coś więcej pisać czy dodawać po za tym że 100% sam bierzesz złotówki wiesz co to jest hipokryzja tępaku,hateful
"pis jest jak złośliwy rak toczący kraj, namnażający się, atakujący kolejne organy, po wyniszczeniu zostawi dziurawą... następny rząd nie będzie miał łatwego chleba",hateful
Kasa kasa kasa to liczy sie dla tęczoweo-lewackiej hołoty,hateful
a co ty jestes Polak ??? watpię,hateful
"Zalosne ujadanie ludzi, ktorzy nie moga pogodzic sie z utrata wladzy .",hateful
"Dębski komuchu powinni ciebie zamknąć we Wronkach za szczucie na naszą bo nie twoją ojczyznę,
Wróć komuchu do swojego nazwiska i do swojego kraju.
Wstrętny zaprzaniec.",hateful
Zdrajca Polski na jednym z najwyższych stanowisk w Europie.  PO wiedziała już to dawno maturzystka.,hateful
"Ile czasu musi oplynac,zeby POpapranska banda pojela,iz stracili wladze.Skonczyl sie czas dobrobytu.Neuman niech sie nie panoszy,jeszcze przyjdzie czas na sprawdzenie kilometrowek,znalazl sie dowcipnis.Wczesniej bylo POmysli platfusow,odrzucali wszystkie poprawki zglaszane przez PiS,teraz jest tak samo,wscieklosc,i bezsilnosc dlawi wszystkich",hateful
A ty jakie szkoły ukończyłeś mądralo ? Tego pilnuj !,hateful
Folksdojcz,hateful
To zwykłe Kurstwo,hateful
Ta żydowska dzienikarka powinna się przekwalfikowac na fryzjerke psów i pracować do 67 roku życia,hateful
za plucie na PiS będziemy usuwać języki...,hateful
"Tylko jeden komentarz? Ja naprzyklad nie mogę znieść tych butnych usmieszkow, dudy i kaczyńskiego, cieszą się szyderczymi usmieszkami. Wilcze oczy dudy przebijają oczy Tuska.",hateful
Boby a ty jeszcze dziś nie dostałeś w łep jak chcesz nauczę Cię porządku.,hateful
hau hau,hateful
"haczynski i""kariera"" pisu nie potrwa dłużej niż4 lata, zanim znowu ciemny lud się zorientuje, jakich cymbałów do koryta wybrał...",hateful
"Już niedługo ciemni niedouczeni hejterzy poznają poznają prawdziwy program pis i kaczora, jak jeden z drugim napisze coś co się nie spodoba prezesowi, to będzie się tłumaczył z tego na policji. Tak ciemnogrodzie , czeka was totalna kontrola w internecie",hateful
"Szkoda, że nie pękł, byłby święty spokój.",hateful
"Zęby spróchniałe zasłaniał. Do dentysty się boi- karzeł iść, a Polską chce rządzić  tchórz. W stanie wojennym siedział  w domku i teleranka nie obejrzał, nie internowali tchórza.  do dentysty nie chodzi ze strachu, a  Polka chce rządzic. Tchórzliwy karzeł.",hateful
Jaki KAŁMUK - taki poziom humoru!!! Ta prawda zawsze obowiązuje.,hateful
"Pani Jeneralska,jeśli to było fajne towarzystwo,to ja w Pani towarzystwie nie chciałbym być ani sekundy..PRZEZ 30 LAT KŁAMCZUCHA !",hateful
Bendem Pałować... BOLEK jebnij się w ten tępy baniak...,hateful
tak za poczynania od 2007 w sprawach sprzedaży majątku i łamanie prawa TS  jak tego PIS i Kukiz 15 nie zrobią to można wszystkich rządzących po 1898 wsadzić do jednego wora z napisem ZDRAJCY ZŁODZIEJE,hateful
Moze właczył opcje lustro i zobaczył swój głupkowaty kaczy łeb.,hateful
Prezentujesz soba bloto,hateful
Mówisz że trzeba obejrzeć jak się pier...ola żeby być przeciwko. Bierzesz może za mocne lekarstwa.,hateful
Ten pajac nawet smiac sie nie potrafi.,hateful
"Widzę że masz problemy z czytaniem.Nikt tu nie płacze oprócz pisowskich opętańców takich jak ty.Spójrz na siebie, co ty tu robisz?Siedzisz i beczysz jak stara dewota.",hateful
gołą pawłowicz zobaczył - twardy jest że się nie zrzygał :),hateful
"Ale się wysiliłeś, mózg Ci pęknie z pomyślunku",hateful
"to wracaj icku do swoich, Polska dla Polaków!",hateful
"No i czego rżysz, jak kaczka do tabletu?",hateful
Tobie to i lekarz nie pomoże.,hateful
"~..., no tak chamski wpis platfuserskiego leminga. To poziom umysłowy na jaki ich stać, tylko wyzwiska i zupełny brak argumentów!!!",hateful
masz na myśli  ten ryj co widzisz  na co dzień w lustrze - współczuje   i POroś o zadrutowanie będziesz  to miał  ładniejszy bo przestaniesz ryć w swoich śmieciach,hateful
A ty jakie szkoły ukończyłeś mądralo ? Tego pilnuj !,hateful
No typowy czerwony moher jesteś,hateful
Współczuję Pani.,hateful
"I to jest realny sondaz, ale PiS dojdzie do 45% i to wkrotce, bo NAROD widzi, co banda cwaniakow i zlodziei z nimi robi...",hateful
Można tylko współczuć staremu kawalerowi takiego zachowania w tak poważnej instytucji. Tylko psychiatra może to zrozumieć albo leczyć,hateful
"MILION ZŁOTYCH DLA TEGO , KTO ROZŚMIESZY JARKA AŻ PĘKNIE .
MAM WIELU SPONSORÓW ( może nawet podwyższę nagrodę) !",hateful
Zgłupiałeś.,hateful
pozbawić tego szkodnika obywatelstwa z zakazem wjazdu do Polski!,hateful
STARY BŁAZEN.,hateful
W ramach rewanżu nie powinni wpuszczać różnych wichrzycieli spod znaku pis do Katyńia.A te hieny- patriotyczne  od profanacji pomników posłać na wycieczkę do Rosji .Zobaczymy czy będą tacy odważni,hateful
"Nie oglądam telewizji, ale że wyrzucili Kraśkę to się cieszę.
Niestety, na jego miejsce wejdzie inna swołocz, tylko że z innego rozdania kart.",hateful
Zdezynfekować ziemię po której chodzi ten szkodnik interesów Polski.,hateful
Precz z PiS i chorym starcem !!!.,hateful
TEN TUSK TO CZLOWIEK PSYCHICZNIE CHORY !!!,hateful
"Ale zrobiła się brzydka sraczka w PO i PSL, brzydka i śmierdząca, widać że mają dużo za pazurami. Dajmy szansę PISowi, PO przez 8 lat miało wszędzie pełną władzę więc o co ten ""bul""?",hateful
"PO na śmietnik , Polacy nie lubią donosicieli",hateful
"chcę tylko powiedzieć, że mam to w d...ie, i prezesa też",hateful
Chory program dla psychicznie chorych ludzi,hateful
Tego zdrajce powinno postawić się przed batalionem ...,hateful
"Tusk sra w portki za ""kraksę Smoleńską""",hateful
"To będą teraz trzy PiS-owskie telewizje : TV Trwam , Republika i TVP-PiS ? Skąd oni wezmą tyle dziennikarskich szmat , żeby obsadzić wszystkie te telewizje ?",hateful
"To dowcip dla tumanów z PO, ale NIGDY dla Pana Kaczyńskiego!
Niemcy jednoznacznie wspierają PO i Nowoczesna (Ponowna Okupacja Niemiecka). Niemcy finansowali partię Tuska i ułatwiali jej dojście do władzy, później konDonka-zdrajcę zrobili naczelnym błaznem Europy. Jest jasne, dlaczego Niemcy zażarcie bronią interesów swojej agentury w Polsce, ale czy my mamy się na to godzić? NIE!! W tej sytuacji Polacy powinni Szkopów przegonić, a zdrajców wyłapać, ogolić i izolować!",hateful
bardzo dobrze super na bezrobocie za 560zl i tyle juz dosc sie nabrala kasy za nic,hateful
niemiecki namiestnik znów działa. w 39r. wisiał byś na latarni,hateful
Bo ty Tussku jesteś największym wrogiem Polski. Nie pokazuj się w Polscy już nigdy ty smierdzący zdrajco.,hateful
Śmiał się aż mu włosy z nosa wyszły.,hateful
"Najważniejsza wiadomość najlepiej na pierwsze strony gazet. Jaro ""kartofel""Kaczor popłakał się ze śmiechu. Nie dziwie się , że dziennikarzy wywalają z pracy, jeżeli takie wiadomości to u nich priorytety.",hateful
"""Pisowski"" ściek? A Twoja wypowiedź to niby co? Wersal? Przy takim chamstwie twój przekaz jest po prostu śmieszny.",hateful
"Gdyby ktoś nie wiedział,jak wygląda największy,powojenny zdrajca Polski,to niech spojrzy na zdjęcie umieszczone w artykule",hateful
Prezes posiada więcej poczucia humoru aniżeli wam sie kmioty wydaje,hateful
"donek bierz bienkowska i won do afryki  pilnowac biznesow poo kulcuku kolejnym sparwiedliwym doktorze ekonomii:)

gdzie ty masz honor człowiek?
czy rudzi nie maja honru?",hateful
Dobra dupeczka :D,hateful
"Straszenie Pisem jest zawsze na miejscu. Macierewicz i jego obsesje. Krew Blidy, nadużycia Kamińskiego. To ktoś wymyślił? A kto łaził do Rydzyka jak pi(e)s na smyczy? A Kaczyński to uczciwy? Ile razy tworzył jakiś wizerunek do wyborów, a później się wycofywał z wszystkiego. Poczekajcie a zobaczycie co zostanie z tych obietnic. Tyle co z 1 miliona mieszkań",hateful
Ale tępoty PiS-owskie piszą tu komentarze .,hateful
Malo pamiętasz jak widać. Ziemie do kwiatów wozic a nie za politykę się brać.,hateful
"Jaruś, żeby się śmiać zerkaj nie na tablet ale na Pawłowicz. Jej gołą d.pą nie zabijesz.",hateful
"Wszyscy obiektywni"" Lisy,Lewickie,Kraśki,Tadleniech szukają roboty u żydów lub Niemców.",hateful
Faktycznie doborowe towarzystwo. Żegnam panią bez żalu.,hateful
"może do dentysty by poszedł... To ciągłe mlaskanie, wtykanie jęzora w dziury w zębach....",hateful
"Chciałoby się rzec:Głośność, przaśność i prostactwo...Oto moi sąsiedzi zza ściany: Elektorat pisu, do pracy nie chodzą, ruchają się tak głośno i wyją, że sąsiedzi z innych pięter zerkają po sobie ,, a któż to?''. W pokoju na głównej ścianie duży obraz Jezusa Chrystusa, łóżko pod nim, dwoje dzieci, trzecie w drodze. Moje spostrzeżenia: dzieci przyniósł bocian, bo w życiu katolik jest święty i czysty, i loda nie robi. Seks, pornografia, kopulacja i te sprawy ich nie dotyczą. Wycie, jęki, krzyki w niebogłosy to tylko dotyczy zbokoli w teatrach. Totalna zaściankowa obłuda. Wytrzymamy cztery lata?",hateful
"Nie pierwszy raz, droga babo... To TVN i szechterówka robi z niego durnia i wypaczoną osobę... A te przymioty słusznie należą się przedstawicielom tych, których ty zapewne nieśwaidomie poierasz...",hateful
co moze rozsmieszyc takiego ponuraka jak kaczor.moze ogladal zdjecia swojego kota?albo czytal instrukcje obslugi bankomatu bo karte ma chyba od niedawna...,hateful
"naucz się pisać analfabeto!!!!!!. To tacy jak TY nieuki zasiedli teraz a Rządzie. Do szkoły "" pacanie"".",hateful
tylko tak mogl powiedzies sedzia rempinski -bo byl w chinach a tylko chinczyk jeza wyp----ła petru to tylko z balcerowiczem moze sie stosunkowac,hateful
Trzeba jak najszybciej unicestwić tych szaleńców.,hateful
Prawdopodobnie trzoda Szydło!!!!!!,hateful
Strażnik Lechistanu do Wnuczka z Wehrmachtu - NIEDALEKO PADA WNUCZEK OD DZIADKA,hateful
"i co PO-wcy i sprzedawczyki, Polacy jednak w więkrzości są mądrym narodem i potrafią odróżnić dobro od zła. Nie pomogą wam bieńkowska i tusk, co robią w swoje gniazdo, ale do czasu.",hateful
Jakie matoły jeszcze głosują na PIS ?!!!,hateful
"To może dziwne,ale po p. Lewickiej oczach widać było jej stosunek do rozmówcy, zwykle spojrzenie pełne nienawiści",hateful
pewnie się uśmiał jak zobaczył kłamliwego Pietru i reszte POpaprańców,hateful
"hehe Ty pewnie wytężasz umysł i jesteś przekonany iż ci wszyscy którzy przylgnęli do PiS zwłaszcza młodzi gdzieś tam na obrzeżach ław poselskich, których jedynym zadaniem jest bezrefleksyjne glosowanie nie będą czerpać z racji bycia w kręgach rządzących. He hi no i fajnie he hi. tak trzymaj ha ha.",hateful
"Platforma to zdrajcy obludnicy kłamcy i na pal z nimi, proste,zrozumie to w końcu komuniści, teraz dopiero demokracja się zaczyna, a co to unia?",hateful
"Przeceniasz poziom inteligencji swojego idola, pewnie dla ciebie i tak nie osiągalny.",hateful
"Gdzie byl ten kret yn przez ostatnie osiem lat w ktorych zadnych obietnic nie spelniono, zadluzono kraj na pokolenia i zdemolowano wolnosci ublizajac i ignorujac katolickiej wiekszosci. Ten skonczony dur en probuje nam wmowic ze przez 2 miesiace Prawo i Sprawiedliwosc ma wyprostowac wszystkie aberacje tej okroglostolowej bananowej UB-ckiej republiki?",hateful
"nie sądzę byś płacił, więc się... dol",hateful
"no niestety mnie niż ty od tego flejtucha , któremu ociągasz fiuta ,łajzo",hateful
"Brawo Panie Jarosławie, przycisnać tych zdrajców i oszustów jeszcze mocniej, niech kwiczą i skaczą a PIS niech robi swoje i czyści to bagno POpaprańcach.",hateful
boi sie sk..  syn Komisji Amber Gold,hateful
Brawo Jacek. Edukowac te tepe zryte lewackie berety,hateful
"Teczki prezia nie ma , prezio ma strach a gdzie był w stanie wojennym nikt nigdy nie słyszał o kaczorkach i on teraz smie mnie starego nauczac , nigdy to ziejacy nienawiscia mały człowieczek , ludu obudz sie nadszedł czas.",hateful
"Nikt nie pyta się nas jakie twarze chcemy oglądać w TVP, pożegnaliśmy się z ELITA,ja się wy pis uje bo  rządzą  h....je,zapytaj się teraz kto głosował na PIS -oczywiście nikt",hateful
".....Niemki z pewnością też nie były ubrane odpowiednio skromnie, jak mogłaby tego oczekiwać muzułmańska wrażliwość.....hmm... Moja wrazliwosc jest jeszcze wieksza! Razem z kolegami zorganizujemy straz obywatelska ktora bedzie wrazliwe lomotac te psie syny i to tylko w ich plugawe wrazliwe miejsca!",hateful
A ten stary homoś na krótkich kaczych nogach dalej pasożytuje na polskim społeczeństwie.,hateful
TA  POrabana  POprawnoscia  Unia  europejska  POWINNA  nakazac  Chodzic  kobietom  w  BURKACH  zeby  Ci  niby  uchodzcy  czuli  sie  jak  u  Siebie  w  DOMU,hateful
Co uwarzacie za teatr klerykalne pedo ciotki?szczegolnie ze iktikt niee widzial pwktaklu poerwszy razz to ja powiedzcie mi pozwalacie na porno bo tak zarabiaja wasze dzieci ale nie zevy ktos chcial sie rozwijacac w twatrae badc po doswiadczeniach z poeno biznesem?,hateful
"..................to jest smiech z idiotow wybierajacych PIS w wyborach 25.10.15 r. Na dokladke, zeby bylo jeszcze smieszniej PISiorki nadal maja przewage nad innymi partiami. Z takich zachowan ankietowanych w sondazowniach mozna sie tylko serdecznie smiac jak to robi prezes.",hateful
poznańska pyro masz pilota to paszoł von,hateful
"Najperw wytrzezwiej, a potem pisz na forach..",hateful
"a co to jest za program tylko glupole ogladaja jakies pokretne paranormalne zjawiska w tv,dajcie spokoj juz jakiemus kiczowaemu tv i co promuja ich na gwiazy rolnik szuka dziury...",hateful
komorowski misiu z szafy zwykly cymbal i glupi wybrany przez tuska,hateful
"Ona ma ... skrzywiony. Ty nie masz nawet tego, jesteś zwykłym zbokiem.",hateful
"zdrajca narodu i srzedawczyk na usługach szkopów. On już nie ma po co tu wracac, jest spalony. Polski rząd został wybrany w demokratycznych wyborach i oni nasza demokracje chca zakwestionowac od hasłem obrony demokracji głoszonym przez żyów i sprzedawczyków nie mogących się pogodzić z oderwaniem od koryta. Łapy precz od olski, w końcu wstajemy z kolan i całe życie nie bedziemy kleczec przed niemcami. WON! A tak na marginesie Niemcy powinni pilnowac swojej demokracji zamiast o cudza sie troszczyc bo u nich z tym cieniutenko.",hateful
"szczujcie dalej pisowcy, niech ludzie zaczną się zabijać ,a księża popierający pis was rozgrzeszą",hateful
No i ch... Kurskiemu w oko !,hateful
"JAN masz tylko szlachetne imię, ale rozumu to Ci brakuje",hateful
ale motłoch i ciemnota taka własnie jest Polska.,hateful
"Kuwa dopiero zaczynają rządzić , a już ten POrtal tak obsmarowuje.
Przecież spełniają obietnice i to z jaką pompą , przestańcie złodzieje krzyczeć !",hateful
"Dębski pisz na stojąco, na siedząco ugniatasz półkule mózgowe,będzie ci lepiej myśleć :)Na poważnie to nie błaźnij się takimi tanimi przemyśleniami...",hateful
"Obrzydliwa głównościekowa szczujnia. Manipulacja w każdym zdaniu. ""PIS bierze  służby nocą"" - po pierwsze PIS utworzył rząd, więc ""przejął służby"" z momentem zaprzysiężenia rządu. Po drugie wszyscy szefowie służb sami złożyli dymisje. Po trzecie, co oznacza ""nocą"" skoro w listopadzie noc mamy już od 16:30?",hateful
Ty jesteś głąbem mocherze,hateful
"Widac po tekscie, ze niektorzy wymagaja intensywnego leczenia psychiatrycznego. Jest kilka miejsc, gdzie taka kuracje moga przejsc: Tworki, Dziekanka w Gnieznie, Obrzyce itp. Zdroworozsadkowo myslacy ludzie juz na takie teksty nie dadza sie nabrac. Przez osiem lat robili ludziom wode z mozgu. I wystarczy. Jak Rosjanie mowia: paszli won!!!",hateful
wszystkie pieski z obowiązku musiały się śmiać,hateful
Oli pi...li,hateful
"Zawistny karzełek śmieje się z radości, że znowu dowalił PO.",hateful
Ty polityk niby jestes? Po twojej blyskotliwej wypowiedzi widze ze nadajesz się na posla na wiejską,hateful
"PiS-owskie szmatławce w latach 2005-2007 też robiły to samo ,i jak się to dla nich skończyło w 2007 roku ?",hateful
"antosiu...Najwyraźniej Twoje ostatnie zderzenie z murkiem, odcisnęło się mocno na myśleniu. Ten duży guz mocno uciska.",hateful
